Equilibrium Type,Allow Abandon and Defaults,Costs Multiplier,Fee Shifting Multiplier,Fee Shifting Rule,Issue,Noise Multiplier D,Noise Multiplier P,Noise to Produce Case Strength,Probability Truly Liable,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,0.91374,0.725835,0.78167,0.05,0.624765,0.499993,10.4422,9.44212,19.8843,0.115655,10.4422,9.44212,0,0.115655,0.115655,0.157249,0.12249,0.05,0.08626,0.187905,0.10107,0,0,0.312387,0.312378,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,0.685372,0,,,0,,10.6468,9.31463,19.9614,0.0385522,10.6468,9.31463,0,0.0385522,0.0385522,0.0681702,0.0601873,,0.314628,0.685372,0,0,0,0,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,1,1,0.78167,0.05,0.860754,0.499993,10.3649,9.49028,19.8552,0.144778,10.3649,9.49028,0,0.144778,0.144778,0.190896,0.146024,0.05,0,0,0.139246,0,0,0.430383,0.430371,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,1,1,0.05,0.05,0,,9.99375,9.89375,19.8875,0.1125,9.99375,9.89375,0,0.1125,0.1125,0.0942503,0.113644,0.05,0,0,1,0,0,0,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,1,1,0.900035,0.05,1,0.499993,10.425,9.42501,19.85,0.15,10.425,9.42501,0,0.15,0.15,0.206531,0.151262,,0,0,0,0,0,0.500007,0.499993,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,1,1,0.870005,0.05,1,0,9.85,10,19.85,0.15,9.85,10,0,0.15,0.15,0,0.302519,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,1,1,0.930065,0.05,1,1,11,8.85,19.85,0.15,11,8.85,0,0.15,0.15,0.413068,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,0.986034,0.647598,0.899019,0.05,0.624768,0.736932,10.755,9.12966,19.8847,0.115321,10.755,9.12966,0,0.115321,0.115321,0.0690618,0.244985,0.05,0.0139661,0.338436,0.0228298,0,0,0.164356,0.460412,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,0.75,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 0.75,4.441E-15,3,0.841449,0.80407,0.687161,0.05,0.624763,0.26306,10.1294,9.75457,19.884,0.115989,10.1294,9.75457,0,0.115989,0.115989,0.245433,0,0.05,0.158551,0.037379,0.179307,0,0,0.460412,0.16435,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,0.81171,0.624765,0.856986,0.143012,0.624765,0.499993,10.4384,9.45382,19.8923,0.107736,10.4384,9.45382,0,0.107736,0.107736,0.147271,0.126061,,0.18829,0.186945,0,0,0,0.312387,0.312378,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,0.498207,0,,,0,,10.4608,9.50179,19.9626,0.0373655,10.4608,9.50179,0,0.0373655,0.0373655,0.0486021,0.0841022,,0.501793,0.498207,0,0,0,0,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,1,1,0.856986,0.143012,1,0.499993,10.425,9.42501,19.85,0.15,10.425,9.42501,0,0.15,0.15,0.206531,0.151262,,0,0,0,0,0,0.500007,0.499993,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,1,1,0.856986,0.143012,1,0.499993,10.425,9.42501,19.85,0.15,10.425,9.42501,0,0.15,0.15,0.206531,0.151262,,0,0,0,0,0,0.500007,0.499993,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,1,1,0.81648,0.102506,1,0,9.85,10,19.85,0.15,9.85,10,0,0.15,0.15,0,0.302519,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,1,1,0.897492,0.183519,1,1,11,8.85,19.85,0.15,11,8.85,0,0.15,0.15,0.413068,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,0.962189,0.624768,0.897481,0.183507,0.624768,0.736932,10.7479,9.13311,19.881,0.119022,10.7479,9.13311,0,0.119022,0.119022,0.0690618,0.252127,,0.0378107,0.337421,0,0,0,0.164356,0.460412,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.5,1,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Timing 1,7.105E-15,3,0.661236,0.624763,0.816491,0.102517,0.624763,0.26306,10.129,9.77452,19.9036,0.0964499,10.129,9.77452,0,0.0964499,0.0964499,0.225477,0,,0.338764,0.0364737,0,0,0,0.460412,0.16435,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.526757,0.0755821,0.502147,0.404984,10.19,9.69737,19.8873,0.112661,10.19,9.69737,0,0.112661,0.112661,0.225484,0.0269723,0.100624,0,0,0.497853,0,0,0.298785,0.203362,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.526757,0.0755821,0.502147,0.404984,10.19,9.69737,19.8873,0.112661,10.19,9.69737,0,0.112661,0.112661,0.225484,0.0269723,0.100624,0,0,0.497853,0,0,0.298785,0.203362,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.0998642,0.101385,0,,10.0631,9.86188,19.925,0.075,10.0631,9.86188,0,0.075,0.075,0.105494,0.017704,0.100624,0,0,1,0,0,0,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.95,0.05,1,0.404984,10.3157,9.53427,19.85,0.15,10.3157,9.53427,0,0.15,0.15,0.344448,0.0361614,,0,0,0,0,0,0.595016,0.404984,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.95,0.05,1,0,9.85,10,19.85,0.15,9.85,10,0,0.15,0.15,0,0.0607738,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.95,0.05,1,1,11,8.85,19.85,0.15,11,8.85,0,0.15,0.15,0.850523,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.881609,0.192702,0.766897,0.794114,10.7303,9.1372,19.8675,0.132517,10.7303,9.1372,0,0.132517,0.132517,0.0913505,0.269715,0.659396,0,0,0.233103,0,0,0.157894,0.609003,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.1,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.1,8.882000000000001E-16,2,1,1,0.487328,0.0625683,0.472729,0.33484,10.1299,9.75961,19.8895,0.110455,10.1299,9.75961,0,0.110455,0.110455,0.240388,0,0.0731759,0,0,0.527271,0,0,0.31444,0.158289,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.924422,0.473254,0.502141,0.595018,10.6974,9.18996,19.8873,0.112661,10.6974,9.18996,0,0.112661,0.112661,0.069421,0.216346,0.899386,0,0,0.497859,0,0,0.203358,0.298783,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.924422,0.473254,0.502141,0.595018,10.6974,9.18996,19.8873,0.112661,10.6974,9.18996,0,0.112661,0.112661,0.069421,0.216346,0.899386,0,0,0.497859,0,0,0.203358,0.298783,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.898624,0.900147,0,,10.8619,9.06311,19.925,0.075,10.8619,9.06311,0,0.075,0.075,0.0177036,0.105491,0.899386,0,0,1,0,0,0,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.95,0.05,1,0.595018,10.5343,9.31573,19.85,0.15,10.5343,9.31573,0,0.15,0.15,0.120697,0.326256,,0,0,0,0,0,0.404982,0.595018,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.95,0.05,1,0,9.85,10,19.85,0.15,9.85,10,0,0.15,0.15,0,0.805607,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.95,0.05,1,1,11,8.85,19.85,0.15,11,8.85,0,0.15,0.15,0.202847,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.937433,0.512681,0.472722,0.665161,10.7596,9.12993,19.8895,0.110454,10.7596,9.12993,0,0.110454,0.110454,0.0471654,0.240384,0.926828,0,0,0.527278,0,0,0.158286,0.314436,0
Only Eq,true,0.25,1,English,Liability,1,1,0.35,0.9,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Truly Liable Probability 0.9,-8.882000000000001E-16,2,1,1,0.80732,0.118398,0.766917,0.20589,10.1372,9.73027,19.8675,0.132519,10.1372,9.73027,0,0.132519,0.132519,0.269727,0,0.340654,0,0,0.233083,0,0,0.609016,0.157901,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.619275,0.649994,0.045722,0.433866,10.5995,9.32208,19.9216,0.0784292,1000.12,999.91,0,0.0784292,0.0784292,0.252889,0.110447,0.63316,0,0,0.912463,0,0.0418143,0.0258851,0.0198374,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.619275,0.649994,0.045722,0.433866,10.5995,9.32208,19.9216,0.0784292,1000.12,999.91,0,0.0784292,0.0784292,0.252889,0.110447,0.63316,0,0,0.912463,0,0.0418143,0.0258851,0.0198374,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.587547,0.678773,0,,10.5957,9.32934,19.925,0.075,1000.12,999.919,0,0.075,0.075,0.246396,0.109859,0.63316,0,0,1,0,0,0,0,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.95,0.35,1,0.433866,10.344,9.50601,19.85,0.15,1000.02,999.833,0,0.15,0.15,0.251162,0.201209,,0,0,0,0,0,0.566134,0.433866,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.95,0.35,1,0,9.8125,10.0375,19.85,0.15,999.915,1000,0,0.15,0.15,0,0.355408,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.95,0.35,1,1,11.0375,8.8125,19.85,0.15,1000.16,999.615,0,0.15,0.15,0.578893,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.783064,0.818688,0.039641,0.609131,10.78,9.14202,19.922,0.0779731,1000.14,999.863,0,0.0779731,0.0779731,0.0065379,0.220899,0.816393,0,0,0.906748,0,0.0536105,0.0154946,0.0241469,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D More Risk Averse,-3.4110000000000003E-13,2,1,1,0.455492,0.481305,0.051803,0.299752,10.419,9.50213,19.9211,0.0788852,1000.1,999.957,0,0.0788852,0.0788852,0.49923,0,0.452216,0,0,0.918178,0,0.0300187,0.0362751,0.0155282,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.780539,0.409315,0.421075,0.360582,10.4697,9.4237,19.8934,0.106581,10.4697,999.266,0,0.106581,0.106581,0.164404,0.114969,0.663971,0,0,0.578925,0,0,0.269243,0.151832,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.780539,0.409315,0.421075,0.360582,10.4697,9.4237,19.8934,0.106581,10.4697,999.266,0,0.106581,0.106581,0.164404,0.114969,0.663971,0,0,0.578925,0,0,0.269243,0.151832,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.657284,0.670659,0,,10.6265,9.29853,19.925,0.075,10.6265,999.202,0,0.075,0.075,0.134761,0.0797388,0.663971,0,0,1,0,0,0,0,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.95,0.05,1,0.360582,10.2542,9.59579,19.85,0.15,10.2542,999.353,0,0.15,0.15,0.20516,0.163406,,0,0,0,0,0,0.639418,0.360582,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.95,0.05,1,0,9.8125,10.0375,19.85,0.15,9.8125,1000.01,0,0.15,0.15,0,0.255554,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.95,0.05,1,1,11.0375,8.8125,19.85,0.15,11.0375,998.181,0,0.15,0.15,0.568967,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.91597,0.647881,0.303716,0.618439,10.7771,9.12512,19.9022,0.0977787,10.7771,998.894,0,0.0977787,0.0977787,0.0352181,0.229942,0.9049,0,0,0.696284,0,0,0.115886,0.18783,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 D Risk Averse,1.7139999999999998E-13,2,1,1,0.645113,0.170759,0.538429,0.215137,10.1624,9.72226,19.8846,0.115382,10.1624,999.637,0,0.115382,0.115382,0.293585,0,0.300542,0,0,0.461571,0,0,0.422593,0.115836,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.438509,0.559312,0.005586,0.552358,10.4596,9.46502,19.9246,0.075419,1000,999.971,0,0.075419,0.075419,0.234252,0.236623,0.4989,0,0,0.990417,0.00399683,0,0.00250057,0.0030855,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.438509,0.559312,0.005586,0.552358,10.4596,9.46502,19.9246,0.075419,1000,999.971,0,0.075419,0.075419,0.234252,0.236623,0.4989,0,0,0.990417,0.00399683,0,0.00250057,0.0030855,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.436463,0.561337,0,,10.4614,9.4636,19.925,0.075,1000,999.972,0,0.075,0.075,0.234849,0.235818,0.4989,0,0,1,0,0,0,0,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.65,0.35,1,0.552358,10.4891,9.36086,19.85,0.15,1000,999.788,0,0.15,0.15,0.281341,0.211596,,0,0,0,0,0,0.447642,0.552358,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.65,0.35,1,0,9.8125,10.0375,19.85,0.15,999.996,1000,0,0.15,0.15,0,0.47269,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.65,0.35,1,1,11.0375,8.8125,19.85,0.15,1000,999.615,0,0.15,0.15,0.509345,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.504222,0.625987,0.006176,0.677649,10.5269,9.39764,19.9245,0.0754632,1000,999.962,0,0.0754632,0.0754632,0.0007847,0.473255,0.565749,0,0,0.990193,0.00363072,0,0.00199077,0.004185,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Highly Risk Averse,-4.5469999999999997E-13,2,1,1,0.372799,0.492639,0.004996,0.3975,10.3922,9.5324,19.9246,0.0753747,1000,999.979,0,0.0753747,0.0753747,0.46771,0,0.432083,0,0,0.990641,0.00436291,0,0.00301036,0.0019861,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Mildly Risk Averse,2.2739999999999997E-13,2,1,1,0.684455,0.31553,0.418784,0.499996,10.4468,9.44681,19.8936,0.106409,1000.42,998.46,0,0.106409,0.106409,0.157623,0.129749,0.499987,0,0,0.581216,0,0,0.209394,0.20939,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Mildly Risk Averse,2.2739999999999997E-13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Mildly Risk Averse,2.2739999999999997E-13,2,1,1,0.684455,0.31553,0.418784,0.499996,10.4468,9.44681,19.8936,0.106409,1000.42,998.46,0,0.106409,0.106409,0.157623,0.129749,0.499987,0,0,0.581216,0,0,0.209394,0.20939,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Mildly Risk Averse,2.2739999999999997E-13,2,1,1,0.493122,0.506852,0,,10.4625,9.46251,19.925,0.075,1000.48,998.614,0,0.075,0.075,0.0991561,0.099155,0.499987,0,0,1,0,0,0,0,0
Only Eq,true,0.25,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Mildly Risk Averse,2.2739999999999997E-13,2,1,1,0.95,0.05,1,0.499996,10.425,9.42501,19.85,0.15,1000.34,998.245,0,0.15,0.15,0.238768,0.172209,,0,0,0,0,0,0.500004,0.499996,0
